sensor_00,sensor_10,sensor_20,sensor_30,sensor_40,sensor_50,machine_status,datetime
2.449653,39.555890000000005,375.5087,691.6666,53.38541,203.7037,NORMAL,2018-04-12 02:26:00
2.459491,38.8214,374.1872,708.3333,51.82291,201.0995,NORMAL,2018-04-12 02:27:00
2.449653,38.5795,375.2623,710.6481,50.78125,197.338,NORMAL,2018-04-12 02:28:00
2.454572,38.55047,375.9124,695.3704,50.0,192.9977,NORMAL,2018-04-12 02:29:00
2.45162,38.2222,374.6253,706.0185,50.0,192.419,NORMAL,2018-04-12 02:30:00
2.45162,38.84801,375.5284,702.3148,49.21875,191.5509,NORMAL,2018-04-12 02:31:00
2.463426,39.59707,373.6273,681.4814,48.17708,190.6829,NORMAL,2018-04-12 02:32:00
2.449653,40.60967,374.652,662.5,47.13541,191.5509,NORMAL,2018-04-12 02:33:00
2.463426,40.74314,375.1634,711.574,47.91666,191.5509,NORMAL,2018-04-12 02:34:00
2.449653,39.13256,374.5928,691.6666,50.0,189.8148,NORMAL,2018-04-12 02:35:00
2.456539,38.46169,375.6487,693.0555,55.20833,188.3681,NORMAL,2018-04-12 02:36:00
2.456539,38.46169,374.6797,680.5555,55.20833,188.3681,NORMAL,2018-04-12 02:37:00
2.456539,37.77736,374.581,724.5369999999999,65.625,182.8704,NORMAL,2018-04-12 02:38:00
2.450637,36.36636,374.8423,687.5,67.70833,180.5556,NORMAL,2018-04-12 02:39:00
2.453588,35.6031,374.4461,697.6852,67.70833,178.5301,NORMAL,2018-04-12 02:40:00
2.460474,35.184259999999995,374.1636,691.6666,65.625,175.6366,NORMAL,2018-04-12 02:41:00
2.45162,36.85835,374.3033,689.8148,63.80208,175.0579,NORMAL,2018-04-12 02:42:00
2.460474,38.05448,375.4436,665.2778,63.02083,173.6111,NORMAL,2018-04-12 02:43:00
2.449653,39.791540000000005,373.3434,676.3889,60.41666,171.2963,NORMAL,2018-04-12 02:44:00
2.456539,41.26104,374.902,675.9259,57.8125,171.0069,NORMAL,2018-04-12 02:45:00
2.448669,42.12741,375.2339,700.9259,58.33333,171.875,NORMAL,2018-04-12 02:46:00
2.454572,42.575790000000005,375.0689,701.3889,56.51041,172.7431,NORMAL,2018-04-12 02:47:00
2.45162,43.07907,375.232,678.2407,55.20833,172.7431,NORMAL,2018-04-12 02:48:00
2.45162,41.96053,374.3648,694.4445,57.03125,172.1644,NORMAL,2018-04-12 02:49:00
2.460474,42.16801,373.2924,673.6111,61.19791,171.2963,NORMAL,2018-04-12 02:50:00
2.45162,40.39623,373.8457,711.574,61.45833,169.2708,NORMAL,2018-04-12 02:51:00
2.460474,39.77604,373.0823,696.2963,60.41666,168.9815,NORMAL,2018-04-12 02:52:00
2.448669,39.31138,373.8464,650.9259,59.63541,172.7431,NORMAL,2018-04-12 02:53:00
2.460474,39.31256,375.01,690.2778,57.29166,180.5556,NORMAL,2018-04-12 02:54:00
2.445718,39.52366,375.3045,733.3333,57.29166,188.6574,NORMAL,2018-04-12 02:55:00
2.456539,39.53799,374.2367,703.2407,60.9375,195.8912,NORMAL,2018-04-12 02:56:00
2.449653,39.45111,376.1226,684.7222,67.96875,201.3889,NORMAL,2018-04-12 02:57:00
2.45162,38.49334,374.0605,692.5926,74.47916,205.1505,NORMAL,2018-04-12 02:58:00
2.456539,38.61813,374.2231,696.2963,79.16666,208.912,NORMAL,2018-04-12 02:59:00
2.460474,38.40816,373.8591,690.2778,84.89583,212.963,NORMAL,2018-04-12 03:00:00
2.460474,38.40816,373.8591,690.2778,84.89583,212.963,NORMAL,2018-04-12 03:01:00
2.449653,38.87168,374.4791,682.8704,87.23958,213.831,NORMAL,2018-04-12 03:02:00
2.459491,38.94838,374.3821,669.4445,92.1875,212.3843,NORMAL,2018-04-12 03:03:00
2.445718,38.75529,375.6952,684.7222,95.3125,210.0694,NORMAL,2018-04-12 03:04:00
2.456539,38.63434,375.187,707.8704,94.79166,207.4653,NORMAL,2018-04-12 03:05:00
2.448669,37.85125,375.3925,699.5369999999999,94.01041,206.8866,NORMAL,2018-04-12 03:06:00
2.453588,38.6958,373.9519,660.6481,92.1875,206.5972,NORMAL,2018-04-12 03:07:00
2.459491,37.99614,375.9565,653.7037,92.1875,205.4398,NORMAL,2018-04-12 03:08:00
2.449653,38.26125,375.0231,692.5926,94.27083,204.2824,NORMAL,2018-04-12 03:09:00
2.460474,38.6223,375.1495,713.4259,95.05208,203.9931,NORMAL,2018-04-12 03:10:00
2.448669,37.20093,373.951,712.9630000000001,93.75,204.2824,NORMAL,2018-04-12 03:11:00
2.456539,37.14088,374.7148,684.7222,91.66666,203.9931,NORMAL,2018-04-12 03:12:00
2.449653,36.571090000000005,375.0415,722.6852,90.10416,204.5718,NORMAL,2018-04-12 03:13:00
2.453588,36.281490000000005,373.3491,708.3333,88.80208,206.0185,NORMAL,2018-04-12 03:14:00
2.45162,37.11347,375.4333,669.9074,88.54166,209.7801,NORMAL,2018-04-12 03:15:00
2.45162,36.91098,374.0946,704.6296,90.10416,212.3843,NORMAL,2018-04-12 03:16:00
2.459491,37.63859,374.3022,689.8148,92.96875,214.6991,NORMAL,2018-04-12 03:17:00
2.449653,38.81168,374.531,678.7037,96.61458,216.7245,NORMAL,2018-04-12 03:18:00
2.460474,38.32362,374.6371,684.7222,97.65625,218.1713,NORMAL,2018-04-12 03:19:00
2.448669,37.90104,374.0648,695.3704,97.65625,218.75,NORMAL,2018-04-12 03:20:00
2.456539,38.25462,375.3716,707.8704,96.875,220.4861,NORMAL,2018-04-12 03:21:00
2.45162,36.97298,375.0242,673.6111,95.3125,222.5116,NORMAL,2018-04-12 03:22:00
2.456539,36.96898,377.4413,701.8519,92.96875,224.2477,NORMAL,2018-04-12 03:23:00
2.449653,36.56842,373.9413,733.3333,92.70833,226.8519,NORMAL,2018-04-12 03:24:00
2.453588,37.30415,376.0711,700.9259,95.05208,228.8773,NORMAL,2018-04-12 03:25:00
2.456539,37.88912,373.194,660.6481,100.0,230.3241,NORMAL,2018-04-12 03:26:00
2.453588,37.50008,373.9380000000001,639.8148,101.8229,232.6389,NORMAL,2018-04-12 03:27:00
2.459491,38.69506,372.707,683.7963,101.3021,234.0856,NORMAL,2018-04-12 03:28:00
2.45162,38.99981,374.6336,688.4259,103.125,234.6644,NORMAL,2018-04-12 03:29:00
2.455556,39.0427,375.0665,685.1852,106.7708,236.9792,NORMAL,2018-04-12 03:30:00
2.448669,39.72551,372.9132,702.3148,108.3333,240.7407,NORMAL,2018-04-12 03:31:00
2.455556,39.45756,377.5797,713.4259,107.2917,244.5023,NORMAL,2018-04-12 03:32:00
2.445718,39.48137,373.1648,699.5369999999999,105.9896,247.1065,NORMAL,2018-04-12 03:33:00
2.455556,39.03673,373.8675,700.9259,104.1667,247.9745,NORMAL,2018-04-12 03:34:00
2.455556,38.62719,374.394,650.0,101.8229,249.1319,NORMAL,2018-04-12 03:35:00
2.455556,38.30151,374.8766,712.9630000000001,99.47916,249.4213,NORMAL,2018-04-12 03:36:00
2.456539,38.44502,373.1564,693.9814,96.61458,250.5787,NORMAL,2018-04-12 03:37:00
2.455556,38.49597,374.9197,697.6852,95.3125,250.8681,NORMAL,2018-04-12 03:38:00
2.459491,38.99448,375.1166,669.4445,95.05208,251.7361,NORMAL,2018-04-12 03:39:00
2.446702,39.01789,374.5634,724.074,96.35416,253.7616,NORMAL,2018-04-12 03:40:00
2.456539,39.64489,374.065,683.3333,96.875,256.6551,NORMAL,2018-04-12 03:41:00
2.445718,39.38506,373.6043,708.7963,96.35416,256.6551,NORMAL,2018-04-12 03:42:00
2.453588,38.82871,376.8734,683.3333,95.3125,257.5231,NORMAL,2018-04-12 03:43:00
2.456539,38.77948,373.4468,690.2778,93.48958,260.4167,NORMAL,2018-04-12 03:44:00
2.45162,38.59885,375.3294,675.4630000000001,92.1875,262.4421,NORMAL,2018-04-12 03:45:00
2.459491,39.41647,372.4307,689.3519,92.96875,266.493,NORMAL,2018-04-12 03:46:00
2.45162,39.17948,374.2651,683.3333,95.3125,269.3866,NORMAL,2018-04-12 03:47:00
2.459491,39.07368,375.6304,665.2778,96.09375,272.5695,NORMAL,2018-04-12 03:48:00
2.449653,39.69891,375.0596,683.3333,96.61458,276.331,NORMAL,2018-04-12 03:49:00
2.455556,39.1728,376.4643,666.2037,97.65625,279.8033,NORMAL,2018-04-12 03:50:00
2.448669,39.52006,373.0942,671.7593,98.69791,282.4074,NORMAL,2018-04-12 03:51:00
2.453588,38.22595,374.7427,696.2963,97.65625,285.0116,NORMAL,2018-04-12 03:52:00
2.455556,38.51486,375.1827,729.1666,94.79166,286.7477,NORMAL,2018-04-12 03:53:00
2.453588,37.89936,373.8273,698.6111,90.88541,288.4838,NORMAL,2018-04-12 03:54:00
2.459491,36.90514,375.0085,724.074,86.19791,289.3518,NORMAL,2018-04-12 03:55:00
2.45162,36.08052,375.312,646.7593,82.03125,289.6412,NORMAL,2018-04-12 03:56:00
2.459491,35.8983,377.4,706.4814,76.5625,291.088,NORMAL,2018-04-12 03:57:00
2.449653,35.43307,375.017,658.3333,71.875,292.5347,NORMAL,2018-04-12 03:58:00
2.456539,35.00342,375.6192,633.7963,67.96875,297.743,NORMAL,2018-04-12 03:59:00
2.455556,37.4339,371.7978,668.5185,59.11458,308.1597,NORMAL,2018-04-12 04:00:00
2.455556,37.4339,371.7978,668.5185,59.11458,308.1597,NORMAL,2018-04-12 04:01:00
2.456539,39.01641,374.4754,690.7407,58.33333,310.1852,NORMAL,2018-04-12 04:02:00
2.450637,43.762240000000006,374.6631,701.3889,57.8125,311.0533,NORMAL,2018-04-12 04:03:00
2.459491,40.92521,375.2055,682.8704,55.20833,309.8958,NORMAL,2018-04-12 04:04:00
2.45162,42.82869,375.1593,687.5,52.60416,306.713,NORMAL,2018-04-12 04:05:00
2.460474,44.93953,375.1593,687.5,50.78125,306.4236,NORMAL,2018-04-12 04:06:00
2.449653,41.10535,373.6931,700.0,49.47916,306.4236,NORMAL,2018-04-12 04:07:00
2.456539,41.80559,373.3791,729.1666,48.4375,308.4491,NORMAL,2018-04-12 04:08:00
2.448669,42.43975,373.6765,687.9630000000001,47.91666,304.9768,NORMAL,2018-04-12 04:09:00
2.45162,42.953590000000005,375.0319,668.5185,47.13541,301.5046,NORMAL,2018-04-12 04:10:00
2.455556,44.52227,375.8742,655.5555,47.91666,297.1643,NORMAL,2018-04-12 04:11:00
2.45162,46.913,372.8,698.6111,48.69791,293.6921,NORMAL,2018-04-12 04:12:00
2.456539,46.95141,375.5225,690.7407,50.0,289.9305,NORMAL,2018-04-12 04:13:00
2.453588,45.60451,375.5225,690.7407,50.78125,287.9051,NORMAL,2018-04-12 04:14:00
2.456539,44.79318,374.0859,667.1296,51.82291,285.3009,NORMAL,2018-04-12 04:15:00
2.449653,45.37916,373.7534,673.6111,50.52083,283.2755,NORMAL,2018-04-12 04:16:00
2.456539,44.65885,375.3723,686.1111,49.21875,278.3565,NORMAL,2018-04-12 04:17:00
2.446702,43.31714,373.8154,662.5,50.0,274.0162,NORMAL,2018-04-12 04:18:00
2.455556,43.89238,375.2915,685.1852,56.51041,267.3611,NORMAL,2018-04-12 04:19:00
2.455556,44.48162,374.4575,669.4445,64.0625,257.8125,NORMAL,2018-04-12 04:20:00
2.453588,44.97626,375.0114,707.8704,75.52083,250.2894,NORMAL,2018-04-12 04:21:00
2.456539,45.79869,375.0428,723.1481,85.67708,244.7917,NORMAL,2018-04-12 04:22:00
2.45162,45.72633,375.5158,679.1666,89.58333,239.294,NORMAL,2018-04-12 04:23:00
2.459491,45.18022,375.0591,678.2407,87.76041,236.9792,NORMAL,2018-04-12 04:24:00
2.449653,45.26623,374.7746,704.6296,84.89583,236.1111,NORMAL,2018-04-12 04:25:00
2.456539,45.222570000000005,374.3932,709.2593,80.72916,233.5069,NORMAL,2018-04-12 04:26:00
2.446702,43.74428,374.6039,691.6666,75.26041,229.1667,NORMAL,2018-04-12 04:27:00
2.456539,42.97668,374.878,694.9074,70.57291,227.4306,NORMAL,2018-04-12 04:28:00
2.453588,41.80672,374.2816,690.2778,66.40625,225.6944,NORMAL,2018-04-12 04:29:00
2.453588,40.0607,375.5128,699.5369999999999,64.84375,223.3796,NORMAL,2018-04-12 04:30:00
2.456539,39.38015,374.7346,690.7407,64.0625,223.9583,NORMAL,2018-04-12 04:31:00
2.453588,39.32349,373.4432,718.5185,62.76041,228.588,NORMAL,2018-04-12 04:32:00
2.459491,39.19258,373.8253,712.9630000000001,60.9375,233.5069,NORMAL,2018-04-12 04:33:00
2.45162,39.02395,374.8413,691.6666,58.59375,238.4259,NORMAL,2018-04-12 04:34:00
2.456539,38.07692,373.6619,679.1666,59.63541,241.6088,NORMAL,2018-04-12 04:35:00
2.448669,37.76594,374.7562,687.9630000000001,63.54166,246.2384,NORMAL,2018-04-12 04:36:00
2.456539,36.47575,375.5064,682.4074,65.10416,250.8681,NORMAL,2018-04-12 04:37:00
2.45162,36.80973,374.3369,704.6296,68.22916,251.7361,NORMAL,2018-04-12 04:38:00
2.453588,36.4974,375.1577,671.2963,73.4375,253.4722,NORMAL,2018-04-12 04:39:00
2.459491,36.69871,372.9447,690.2778,77.34375,253.1829,NORMAL,2018-04-12 04:40:00
2.453588,37.29144,374.5381,693.0555,79.42708,250.2894,NORMAL,2018-04-12 04:41:00
2.458507,37.303540000000005,373.9494,671.7593,79.94791,249.1319,NORMAL,2018-04-12 04:42:00
